M,K,time,A,B
512,512,3.98026,./dataset/512_512_40.tns,./dataset/512_512_40.tns
512,512,3.90813,./dataset/512_512_40.tns,./dataset/512_512_40.tns
512,512,3.56115,./dataset/512_512_40.tns,./dataset/512_512_40.tns
512,512,3.65382,./dataset/512_512_40.tns,./dataset/512_512_40.tns
512,512,3.51595,./dataset/512_512_40.tns,./dataset/512_512_40.tns
512,512,3.54007,./dataset/512_512_40.tns,./dataset/512_512_40.tns
512,512,3.45646,./dataset/512_512_40.tns,./dataset/512_512_40.tns
2048,2048,72.6423,./dataset/2048_2048_30.tns,./dataset/2048_2048_30.tns
2048,2048,73.295,./dataset/2048_2048_30.tns,./dataset/2048_2048_30.tns
2048,2048,68.9038,./dataset/2048_2048_30.tns,./dataset/2048_2048_30.tns
2048,2048,69.0554,./dataset/2048_2048_30.tns,./dataset/2048_2048_30.tns
2048,2048,78.0227,./dataset/2048_2048_30.tns,./dataset/2048_2048_30.tns
2048,2048,70.333,./dataset/2048_2048_30.tns,./dataset/2048_2048_30.tns
2048,2048,76.2801,./dataset/2048_2048_30.tns,./dataset/2048_2048_30.tns
2048,2048,69.4919,./dataset/2048_2048_30.tns,./dataset/2048_2048_30.tns
2048,2048,71.2755,./dataset/2048_2048_30.tns,./dataset/2048_2048_30.tns
2048,2048,69.4938,./dataset/2048_2048_30.tns,./dataset/2048_2048_30.tns
512,512,3.35892,./dataset/512_512_30.tns,./dataset/512_512_30.tns
512,512,3.21617,./dataset/512_512_30.tns,./dataset/512_512_30.tns
512,512,3.16973,./dataset/512_512_30.tns,./dataset/512_512_30.tns
512,512,3.12469,./dataset/512_512_30.tns,./dataset/512_512_30.tns
512,512,3.81359,./dataset/512_512_30.tns,./dataset/512_512_30.tns
512,512,3.7865,./dataset/512_512_30.tns,./dataset/512_512_30.tns
512,512,3.24611,./dataset/512_512_30.tns,./dataset/512_512_30.tns
512,512,4.29083,./dataset/512_512_30.tns,./dataset/512_512_30.tns
512,512,3.91756,./dataset/512_512_30.tns,./dataset/512_512_30.tns
512,512,3.37162,./dataset/512_512_30.tns,./dataset/512_512_30.tns
