M,K,time,A,B
4096,4096,834.069639,./dataset/4096_4096_60.tns,./dataset/4096_4096_60.tns
4096,4096,832.217480,./dataset/4096_4096_60.tns,./dataset/4096_4096_60.tns
4096,4096,835.482537,./dataset/4096_4096_60.tns,./dataset/4096_4096_60.tns
4096,4096,832.993722,./dataset/4096_4096_60.tns,./dataset/4096_4096_60.tns
4096,4096,841.658356,./dataset/4096_4096_60.tns,./dataset/4096_4096_60.tns
2048,2048,138.022756,./dataset/2048_2048_70.tns,./dataset/2048_2048_70.tns
2048,2048,138.199480,./dataset/2048_2048_70.tns,./dataset/2048_2048_70.tns
2048,2048,139.978570,./dataset/2048_2048_70.tns,./dataset/2048_2048_70.tns
2048,2048,138.369242,./dataset/2048_2048_70.tns,./dataset/2048_2048_70.tns
2048,2048,142.066910,./dataset/2048_2048_70.tns,./dataset/2048_2048_70.tns
2048,2048,139.218930,./dataset/2048_2048_70.tns,./dataset/2048_2048_70.tns
2048,2048,135.806463,./dataset/2048_2048_70.tns,./dataset/2048_2048_70.tns
2048,2048,137.093580,./dataset/2048_2048_70.tns,./dataset/2048_2048_70.tns
2048,2048,136.337246,./dataset/2048_2048_70.tns,./dataset/2048_2048_70.tns
2048,2048,137.043552,./dataset/2048_2048_70.tns,./dataset/2048_2048_70.tns
4096,4096,526.463311,./dataset/4096_4096_40.tns,./dataset/4096_4096_40.tns
4096,4096,527.621383,./dataset/4096_4096_40.tns,./dataset/4096_4096_40.tns
4096,4096,533.404711,./dataset/4096_4096_40.tns,./dataset/4096_4096_40.tns
4096,4096,524.615696,./dataset/4096_4096_40.tns,./dataset/4096_4096_40.tns
4096,4096,526.530822,./dataset/4096_4096_40.tns,./dataset/4096_4096_40.tns
4096,4096,524.272962,./dataset/4096_4096_40.tns,./dataset/4096_4096_40.tns
4096,4096,533.212738,./dataset/4096_4096_40.tns,./dataset/4096_4096_40.tns
4096,4096,525.496460,./dataset/4096_4096_40.tns,./dataset/4096_4096_40.tns
4096,4096,540.990596,./dataset/4096_4096_40.tns,./dataset/4096_4096_40.tns
4096,4096,525.098270,./dataset/4096_4096_40.tns,./dataset/4096_4096_40.tns
512,512,18.542814,./dataset/512_512_70.tns,./dataset/512_512_70.tns
512,512,14.424603,./dataset/512_512_70.tns,./dataset/512_512_70.tns
512,512,5.337362,./dataset/512_512_70.tns,./dataset/512_512_70.tns
512,512,5.432149,./dataset/512_512_70.tns,./dataset/512_512_70.tns
512,512,5.330702,./dataset/512_512_70.tns,./dataset/512_512_70.tns
512,512,5.285622,./dataset/512_512_70.tns,./dataset/512_512_70.tns
512,512,5.316480,./dataset/512_512_70.tns,./dataset/512_512_70.tns
512,512,5.258860,./dataset/512_512_70.tns,./dataset/512_512_70.tns
512,512,16.428142,./dataset/512_512_70.tns,./dataset/512_512_70.tns
512,512,5.332004,./dataset/512_512_70.tns,./dataset/512_512_70.tns
4096,4096,362.915779,./dataset/4096_4096_30.tns,./dataset/4096_4096_30.tns
4096,4096,375.037224,./dataset/4096_4096_30.tns,./dataset/4096_4096_30.tns
4096,4096,369.359901,./dataset/4096_4096_30.tns,./dataset/4096_4096_30.tns
4096,4096,365.594485,./dataset/4096_4096_30.tns,./dataset/4096_4096_30.tns
4096,4096,366.152087,./dataset/4096_4096_30.tns,./dataset/4096_4096_30.tns
4096,4096,368.912197,./dataset/4096_4096_30.tns,./dataset/4096_4096_30.tns
4096,4096,369.052471,./dataset/4096_4096_30.tns,./dataset/4096_4096_30.tns
4096,4096,364.959205,./dataset/4096_4096_30.tns,./dataset/4096_4096_30.tns
4096,4096,371.732413,./dataset/4096_4096_30.tns,./dataset/4096_4096_30.tns
4096,4096,369.999239,./dataset/4096_4096_30.tns,./dataset/4096_4096_30.tns
1024,1024,21.776320,./dataset/1024_1024_80.tns,./dataset/1024_1024_80.tns
1024,1024,22.236874,./dataset/1024_1024_80.tns,./dataset/1024_1024_80.tns
1024,1024,22.095595,./dataset/1024_1024_80.tns,./dataset/1024_1024_80.tns
1024,1024,37.541500,./dataset/1024_1024_80.tns,./dataset/1024_1024_80.tns
1024,1024,22.452589,./dataset/1024_1024_80.tns,./dataset/1024_1024_80.tns
1024,1024,29.747607,./dataset/1024_1024_80.tns,./dataset/1024_1024_80.tns
1024,1024,21.595239,./dataset/1024_1024_80.tns,./dataset/1024_1024_80.tns
1024,1024,22.305040,./dataset/1024_1024_80.tns,./dataset/1024_1024_80.tns
1024,1024,22.387247,./dataset/1024_1024_80.tns,./dataset/1024_1024_80.tns
1024,1024,41.622342,./dataset/1024_1024_80.tns,./dataset/1024_1024_80.tns
4096,4096,80.690443,./dataset/4096_4096_10.tns,./dataset/4096_4096_10.tns
4096,4096,75.758729,./dataset/4096_4096_10.tns,./dataset/4096_4096_10.tns
4096,4096,76.062600,./dataset/4096_4096_10.tns,./dataset/4096_4096_10.tns
4096,4096,75.678064,./dataset/4096_4096_10.tns,./dataset/4096_4096_10.tns
4096,4096,75.485814,./dataset/4096_4096_10.tns,./dataset/4096_4096_10.tns
4096,4096,75.654797,./dataset/4096_4096_10.tns,./dataset/4096_4096_10.tns
4096,4096,75.054385,./dataset/4096_4096_10.tns,./dataset/4096_4096_10.tns
4096,4096,75.477991,./dataset/4096_4096_10.tns,./dataset/4096_4096_10.tns
4096,4096,75.370514,./dataset/4096_4096_10.tns,./dataset/4096_4096_10.tns
4096,4096,82.215915,./dataset/4096_4096_10.tns,./dataset/4096_4096_10.tns
4096,4096,1278.045782,./dataset/4096_4096_90.tns,./dataset/4096_4096_90.tns
4096,4096,1276.270905,./dataset/4096_4096_90.tns,./dataset/4096_4096_90.tns
4096,4096,1288.495607,./dataset/4096_4096_90.tns,./dataset/4096_4096_90.tns
4096,4096,1288.157789,./dataset/4096_4096_90.tns,./dataset/4096_4096_90.tns
4096,4096,1305.025816,./dataset/4096_4096_90.tns,./dataset/4096_4096_90.tns
4096,4096,1288.710448,./dataset/4096_4096_90.tns,./dataset/4096_4096_90.tns
4096,4096,1289.839376,./dataset/4096_4096_90.tns,./dataset/4096_4096_90.tns
4096,4096,1283.438050,./dataset/4096_4096_90.tns,./dataset/4096_4096_90.tns
4096,4096,1275.009570,./dataset/4096_4096_90.tns,./dataset/4096_4096_90.tns
4096,4096,1347.804637,./dataset/4096_4096_90.tns,./dataset/4096_4096_90.tns
512,512,4.551722,./dataset/512_512_50.tns,./dataset/512_512_50.tns
512,512,4.156829,./dataset/512_512_50.tns,./dataset/512_512_50.tns
512,512,4.477076,./dataset/512_512_50.tns,./dataset/512_512_50.tns
512,512,4.363259,./dataset/512_512_50.tns,./dataset/512_512_50.tns
512,512,4.483816,./dataset/512_512_50.tns,./dataset/512_512_50.tns
512,512,8.682662,./dataset/512_512_50.tns,./dataset/512_512_50.tns
512,512,4.664357,./dataset/512_512_50.tns,./dataset/512_512_50.tns
512,512,4.446438,./dataset/512_512_50.tns,./dataset/512_512_50.tns
512,512,4.729729,./dataset/512_512_50.tns,./dataset/512_512_50.tns
512,512,4.479529,./dataset/512_512_50.tns,./dataset/512_512_50.tns
1024,1024,6.266011,./dataset/1024_1024_10.tns,./dataset/1024_1024_10.tns
1024,1024,6.199208,./dataset/1024_1024_10.tns,./dataset/1024_1024_10.tns
1024,1024,6.219629,./dataset/1024_1024_10.tns,./dataset/1024_1024_10.tns
1024,1024,6.181991,./dataset/1024_1024_10.tns,./dataset/1024_1024_10.tns
1024,1024,6.219389,./dataset/1024_1024_10.tns,./dataset/1024_1024_10.tns
1024,1024,5.830526,./dataset/1024_1024_10.tns,./dataset/1024_1024_10.tns
1024,1024,6.289758,./dataset/1024_1024_10.tns,./dataset/1024_1024_10.tns
1024,1024,17.315585,./dataset/1024_1024_10.tns,./dataset/1024_1024_10.tns
1024,1024,6.408903,./dataset/1024_1024_10.tns,./dataset/1024_1024_10.tns
1024,1024,14.123803,./dataset/1024_1024_10.tns,./dataset/1024_1024_10.tns
4096,4096,987.556097,./dataset/4096_4096_70.tns,./dataset/4096_4096_70.tns
4096,4096,996.150192,./dataset/4096_4096_70.tns,./dataset/4096_4096_70.tns
4096,4096,980.727295,./dataset/4096_4096_70.tns,./dataset/4096_4096_70.tns
